snapshot_ts,stop_id,route_id,route_short_name,trip_id,vehicle_id,scheduled_arrival_ts,predicted_arrival_ts,status
1775088070,1_5830,1_100229,5,1_809328950,1_8025842,1775088090,1775088090,default
1775088070,1_26560,1_102574,40,1_811900750,1_8026393,1775088083,1775088083,default
1775088070,1_60161,1_100042,148,1_762077980,1_7976052,1775091480,1775091480,default
1775088070,1_970,40_590,590,40_2141020,40_9719,1775088107,1775088107,default
1775088070,1_320,40_100240,554,40_560096530,40_9820,1775087880,1775088190,default
1775088070,1_64569,1_100099,208,1_736533640,1_7380,1775088150,1775088163,default
1775088070,1_74327,1_102702,239,1_736529250,1_7976432,1775088130,1775088130,default
1775088070,1_575,1_102576,C Line,1_800869600,1_8024970,1775088180,1775088180,default
1775088070,1_2850,1_100089,2,1_788757890,1_7098,1775088600,1775087925,default
1775088070,1_77910,1_102746,333,1_778704210,1_7975682,1775088139,1775088139,default
1775088070,1_46505,1_102619,F Line,1_694522120,1_7976085,1775088660,1775088660,default
1775088070,1_46505,1_102619,F Line,1_656236290,1_7975999,1775089560,1775089560,default
1775088070,1_46505,1_102619,F Line,1_635449070,1_7976142,1775090460,1775090460,default
1775088070,1_1190,1_100173,3,1_761126570,1_7974917,1775088138,1775088138,default
1775088070,1_27420,1_100161,27,1_759819230,1_7974706,1775088133,1775088133,default
1775088070,1_27420,1_100249,60,1_801585900,1_8025825,1775088248,1775088248,default
1775088070,1_11590,1_100002,10,1_675385220,1_7974882,1775088151,1775088151,default
1775088070,1_23530,1_100259,67,1_724948030,1_7975672,1775088172,1775088172,default
1775088070,1_3470,1_100249,60,1_801585880,1_8025824,1775088120,1775088120,default
1775088070,1_57453,1_100060,168,1_693747160,1_7976218,1775090700,1775090803,default
1775088070,1_68130,1_102548,B Line,1_721019520,1_6023,1775088088,1775088174,default
1775088070,1_75770,1_102615,E Line,1_768603660,1_6210,1775087940,1775088138,default
1775088070,3_31002,40_560,560,40_3037020,40_9204,1775088145,1775088145,default
1775088070,1_73366,1_102548,B Line,1_721018920,1_7976639,1775088220,1775088220,default
1775088070,1_40012,1_100026,128,1_806634330,1_8023661,1775088155,1775088155,default
1775088070,1_84810,1_102752,223,1_833610860,1_8024749,1775088152,1775088152,default
1775088070,1_52306,1_102619,F Line,1_800653870,1_8023729,1775088300,1775088300,default
1775088070,1_52306,1_102619,F Line,1_800654760,1_8023709,1775088900,1775088900,default
1775088070,1_52306,1_102619,F Line,1_800654580,1_8023711,1775089500,1775089500,default
1775088070,1_52306,1_102619,F Line,1_800654920,1_8023715,1775090100,1775090100,default
1775088070,1_52306,1_102619,F Line,1_800654190,1_8023763,1775091000,1775091000,default
1775088070,1_82187,1_100259,67,1_724949840,1_7975671,1775088202,1775088202,default
1775088070,1_59282,1_102717,165,1_800649850,1_7400,1775088780,1775087048,default
1775088070,1_9080,1_100263,7,1_800587610,1_8023401,1775088211,1775088211,default
1775088070,1_10210,1_100264,70,1_801594180,1_8026417,1775088273,1775088273,default
1775088070,1_620,40_100239,550,40_597759710,40_7976704,1775088360,1775088360,default
1775088070,1_620,29_424,424,29_16132036__MCOB-DO:121:0:Weekday:2:26MAR:61057:12345,29_MCOB-DO:121:0:Weekday:2:26MAR:61057:12345,1775088600,1775088600,default
1775088070,1_620,40_510,510,40_16133731__MCOB-DO:121:0:Weekday:2:26MAR:86019:12345,40_MCOB-DO:121:0:Weekday:2:26MAR:86019:12345,1775088600,1775088738,default
1775088070,1_620,40_515,515,40_16133717__MCOB-DO:121:0:Weekday:2:26MAR:86037:12345,40_MCOB-DO:121:0:Weekday:2:26MAR:86037:12345,1775088900,1775088900,default
1775088070,1_620,1_102754,256,1_816378500,1_8005267,1775088900,1775088900,default
1775088070,1_620,40_510,510,40_16133716__MCOB-DO:121:0:Weekday:2:26MAR:86028:12345,40_MCOB-DO:121:0:Weekday:2:26MAR:86028:12345,1775089800,1775089800,default
1775088070,1_620,40_515,515,40_16133703__MCOB-DO:121:0:Weekday:2:26MAR:86025:12345,40_MCOB-DO:121:0:Weekday:2:26MAR:86025:12345,1775089980,1775089980,default
1775088070,1_620,40_515,515,40_16133710__MCOB-DO:121:0:Weekday:2:26MAR:86023:12345,40_MCOB-DO:121:0:Weekday:2:26MAR:86023:12345,1775090700,1775090700,default
1775088070,1_620,1_102754,256,1_816378510,1_8005288,1775090700,1775090700,default
1775088070,1_620,40_510,510,40_16133723__MCOB-DO:121:0:Weekday:2:26MAR:86020:12345,40_MCOB-DO:121:0:Weekday:2:26MAR:86020:12345,1775091000,1775091000,default
1775088070,1_620,40_515,515,40_16133757__MCOB-DO:121:0:Weekday:2:26MAR:86032:12345,40_MCOB-DO:121:0:Weekday:2:26MAR:86032:12345,1775091600,1775091600,default
1775088070,1_10912,1_100264,70,1_816207880,1_8228,1775088127,1775088262,default
1775088070,1_10912,1_100214,372,1_694306250,1_7483,1775088044,1775088273,default
1775088070,1_10912,40_100511,542,40_581722900,40_7976606,1775088360,1775088360,default
1775088070,1_10912,1_100162,271,1_569496920,1_7976670,1775088720,1775088720,default
1775088070,1_10912,1_100162,271,1_569496790,1_7976668,1775089380,1775089380,default
1775088070,1_10912,40_100451,556,40_635883200,40_7976710,1775089800,1775089800,default
1775088070,1_71960,40_100511,542,40_721030800,40_7976686,1775089260,1775089260,default
1775088070,1_8403,1_100039,14,1_562519930,1_7974978,1775088300,1775088300,default
1775088070,1_3000,1_100089,2,1_788757880,1_8023453,1775087783,1775088250,default
