snapshot_ts,stop_id,route_id,route_short_name,trip_id,vehicle_id,scheduled_arrival_ts,predicted_arrival_ts,status
1772899029,1_30790,1_100249,60,1_649667999,1_7028,1772899011,1772899086,default
1772899029,1_575,1_102576,C Line,1_774755919,1_6255,1772898720,1772899112,default
1772899029,1_13830,1_102581,D Line,1_581418329,1_6070,1772899109,1772899103,default
1772899029,1_2850,1_100089,2,1_768041159,1_7115,1772899920,1772898866,default
1772899029,1_2850,1_100089,2,1_768041159,1_7975167,1772899920,1772899920,default
1772899029,1_46505,1_102619,F Line,1_656275439,1_6242,1772899140,1772899140,default
1772899029,1_46505,1_102619,F Line,1_656275439,1_7975757,1772899140,1772899140,default
1772899029,1_46505,1_102619,F Line,1_656274669,1_7975733,1772900040,1772900040,default
1772899029,1_52306,1_102719,161,1_771032129,1_7975811,1772899380,1772899380,default
1772899029,1_52306,1_102619,F Line,1_635422829,1_7975734,1772899500,1772899500,default
1772899029,1_52306,1_102619,F Line,1_635423649,1_7975737,1772900400,1772900400,default
1772899029,1_52306,1_102719,161,1_694459729,1_7975807,1772901180,1772901180,default
1772899029,1_65092,1_100162,271,1_720941479,1_7976240,1772900940,1772900940,default
1772899029,1_57791,1_102718,184,1_664525569,1_7130,1772988037,1772987653,default
1772899029,1_10640,1_100252,62,1_759774139,1_8029,1772987760,1772986953,default
1772987700,1_8310,1_100263,7,1_650211989,1_8223,1772987751,1772987636,default
1772987700,1_52638,40_574,574,40_346010,40_9735,1772987586,1772987719,default
1772987700,1_60161,1_100042,148,1_762160609,1_3714,1772988420,1772987046,default
1772987700,1_575,1_102615,E Line,1_768658929,1_6055,1772987700,1772987766,default
1772987700,1_2850,1_100089,2,1_540519689,1_7126,1772988120,1772987266,default
1772987700,1_46505,1_102619,F Line,1_635484709,1_8003971,1772988240,1772988240,default
1772987700,1_46505,1_102619,F Line,1_635485749,1_8003967,1772989140,1772989140,default
1772987700,1_52306,1_102719,161,1_694487749,1_8004038,1772988480,1772988480,default
1772987700,1_52306,1_102619,F Line,1_635484469,1_8003970,1772988600,1772988600,default
1772987700,1_99254,40_594,594,40_2324010,40_9714,1772987836,1772987917,default
1772987700,1_2200,1_102581,D Line,1_761098039,1_6060,1772987905,1772987959,default
1772987700,1_59282,1_102717,165,1_664525389,1_7473,1772988180,1772985548,default
1772987700,1_57791,1_102718,184,1_664525569,1_8004073,1772988037,1772987633,default
1772987700,1_620,40_100239,550,40_561778179,40_8004701,1772988300,1772988334,default
1772987700,1_71960,40_100511,542,40_597736229,40_8004690,1772988360,1772988360,default
1772987700,1_10640,1_100252,62,1_759774149,1_8022,1772988660,1772987709,default
1772987700,1_76310,1_102705,230,1_664275769,1_7243,1772987907,1772988036,default
1772988000,1_60161,1_100042,148,1_762160609,1_3714,1772988420,1772987046,default
1772988000,1_970,40_594,594,40_1375010,40_61406,1772988510,1772988090,default
1772988000,1_2850,1_100089,2,1_540519689,1_7126,1772988120,1772987266,default
1772988000,1_46505,1_102619,F Line,1_635484709,1_8003971,1772988240,1772988240,default
1772988000,1_46505,1_102619,F Line,1_635485749,1_8003967,1772989140,1772989140,default
1772988000,1_52306,1_102719,161,1_694487749,1_8004038,1772988480,1772988480,default
1772988000,1_52306,1_102619,F Line,1_635484469,1_8003970,1772988600,1772988600,default
1772988000,1_620,40_594,594,40_2324010,40_9714,1772988180,1772988303,default
1772988000,1_10912,1_100264,70,1_664213939,1_8002441,1772988303,1772988193,default
1772988000,1_10912,1_100162,271,1_581655879,1_8004486,1772990400,1772990400,default
1772988000,1_71960,40_100511,542,40_597736229,40_8004690,1772988360,1772988360,default
1772988000,1_81982,1_102746,333,1_778673009,1_8003435,1772988279,1772988279,default
1772988000,1_10640,1_100252,62,1_759774149,1_8022,1772988660,1772987709,default
1772988000,1_18550,1_100252,62,1_759774769,1_8053,1772988439,1772988261,default
1772988300,1_60161,1_100042,148,1_762160609,1_3714,1772988420,1772987046,default
1772988300,1_320,40_594,594,40_1375010,40_61406,1772988780,1772988360,default
1772988300,1_46505,1_102619,F Line,1_635485749,1_8003967,1772989140,1772989140,default
1772988300,1_27420,1_100249,60,1_694001409,1_7035,1772988456,1772988415,default
1772988300,1_11569,1_100002,10,1_675380749,1_7006,1772988467,1772988445,default
1772988300,1_74442,1_100146,255,1_547599599,1_6890,1772988504,1772988387,default
1772988300,1_52306,1_102719,161,1_694487749,1_8004038,1772988480,1772988480,default
