snapshot_ts,stop_id,route_id,route_short_name,trip_id,vehicle_id,scheduled_arrival_ts,predicted_arrival_ts,status
1774742301,1_320,40_100240,554,40_561760260,40_9806,1774741740,1774742382,default
1774742301,1_2850,1_100089,2,1_788828790,1_8023245,1774740240,1774742470,default
1774742301,1_2850,1_100089,2,1_788828480,1_8023225,1774743000,1774743000,default
1774742301,1_46505,1_102619,F Line,1_694461490,1_7975757,1774742340,1774742340,default
1774742301,1_75770,1_102615,E Line,1_811961910,1_6101,1774742846,1774742295,default
1774742301,1_52306,1_102619,F Line,1_635422900,1_7975734,1774742700,1774742873,default
1774742301,1_45670,1_100210,36,1_562556020,1_7974750,1774741044,1774742402,default
1774742301,1_71164,1_102753,222,1_774785850,1_7409,1774742422,1774742336,default
1774742301,1_76312,1_102705,230,1_694314560,1_7424,1774742477,1774742443,default
1774742301,1_57804,1_100072,181,1_800685820,1_7467,1774742602,1774742429,default
1774742301,1_59282,1_102717,165,1_800689880,1_7431,1774743480,1774742121,default
1774742301,1_59282,1_100072,181,1_800685810,1_7197,1774743060,1774742157,default
1774742301,1_620,1_100045,150,1_694452330,1_8172,1774742580,1774742374,default
1774742301,1_620,40_100236,545,40_353312980,40_7976438,1774741320,1774742570,default
1774742301,1_620,40_100239,550,40_561762280,40_9661,1774742580,1774742834,default
1774742301,1_10912,40_100511,542,40_569520430,40_7976436,1774742580,1774742580,default
1774742301,1_10912,1_100162,271,1_694317500,1_7976240,1774743480,1774743480,default
1774742301,1_10912,40_100511,542,40_569521020,40_7976450,1774744320,1774744320,default
1774742301,1_10640,1_100252,62,1_800782440,1_8002,1774743300,1774742330,default
1774742301,1_10640,1_100252,62,1_800782440,1_8025217,1774743300,1774743300,default
1774742601,1_62212,1_102720,160,1_664500810,1_7016,1774742637,1774742570,default
1774742601,1_26560,1_102574,40,1_811076560,1_8026471,1774742696,-1,default
1774742601,1_17651,1_102747,61,1_803296060,1_3720,1774742870,1774742645,default
1774742601,1_575,1_100263,7,1_727428980,1_8241,1774742640,1774742534,default
1774742601,1_575,1_102581,D Line,1_800537380,1_6113,1774742700,1774742658,default
1774742601,1_2850,1_100089,2,1_788828480,1_7169,1774743000,1774742434,default
1774742601,1_2850,1_100089,2,1_788828480,1_8023225,1774743000,1774743000,default
1774742601,1_46505,1_102619,F Line,1_694460760,1_7975733,1774743240,1774743240,default
1774742601,1_40060,1_102574,40,1_811076680,1_8214,1774742331,1774742645,default
1774742601,1_52306,1_102619,F Line,1_635422900,1_7975734,1774742700,1774742825,default
