snapshot_ts,stop_id,route_id,route_short_name,trip_id,vehicle_id,scheduled_arrival_ts,predicted_arrival_ts,status
1773013796,1_103,1_102745,G Line,1_736364999,1_6406,1773013786,1773013816,default
1773013796,1_85800,1_100196,331,1_778668189,1_7203,1773013794,1773013896,default
1773013796,1_320,40_594,594,40_711010,40_9739,1773013980,1773013938,default
1773013796,1_46505,1_102619,F Line,1_635483969,1_8003968,1773014340,1773014340,default
1773013796,1_280,40_100240,554,40_561777629,40_8004726,1773013913,1773013913,default
1773013796,1_1190,40_100239,550,40_561779309,40_9674,1773014029,1773013841,default
1773013796,1_1190,1_100447,49,1_650207429,1_8002449,1773013862,1773013862,default
1773013796,1_27420,23_102638,First Hill Streetcar,23_55296134,23_404,1773013860,1773013906,default
1773013796,1_77460,1_102746,333,1_778673289,1_7208,1773013857,1773013833,default
1773013796,1_84810,1_102752,223,1_825177019,1_7240,1773013854,1773013896,default
1773013796,1_67028,1_100133,240,1_787226949,1_7366,1773013891,1773013846,default
1773013796,1_52306,1_102719,161,1_693819319,1_8004038,1773013920,1773013920,default
1773013796,1_80121,1_102719,161,1_693819289,1_7400,1773013545,1773013904,default
1773013796,1_65092,1_100162,271,1_720948869,1_7356,1773014220,1773012767,default
1773013796,1_41940,1_100249,60,1_694000529,1_7174,1773014067,1773013933,default
1773013796,1_25791,1_100214,372,1_609399119,1_7405,1773013920,1773013967,default
1773013796,1_620,40_100236,545,40_347631379,40_8004682,1773013320,1773014055,default
1773013796,1_620,40_100239,550,40_630434089,40_9584,1773014460,1773014468,default
1773013796,1_10912,40_100511,542,40_569542619,40_8004680,1773014580,1773014580,default
1773013796,1_10912,1_100162,271,1_581655949,1_8004486,1773015600,1773015600,default
1773013796,1_10912,40_100511,542,40_569541189,40_8004679,1773016320,1773016320,default
1773013796,1_10640,1_100252,62,1_759774439,1_8002761,1773014820,1773014820,default
1773017059,1_28370,1_102574,40,1_778670239,1_8105,1773016781,1773017073,default
1773017059,1_60161,1_100042,148,1_762160819,1_3700,1773017100,1773016593,default
1773017059,1_8541,1_100039,14,1_727453279,1_7069,1773016920,1773017097,default
1773017059,1_68784,1_102548,B Line,1_705345729,1_6028,1773017159,1773017095,default
1773017059,1_575,1_102615,E Line,1_585649709,1_6209,1773017100,1773017102,default
1773017059,1_46505,1_102619,F Line,1_635486089,1_6277,1773017940,1773017035,default
1773017059,1_46505,1_102619,F Line,1_635486089,1_8003974,1773017940,1773017940,default
1773017059,1_280,40_594,594,40_1757010,40_61406,1773017378,1773017091,default
1773017059,1_75770,1_102615,E Line,1_768670869,1_6101,1773017846,1773017085,default
1773017059,1_52306,1_102619,F Line,1_694490559,1_8003967,1773017400,1773017400,default
1773017059,1_52306,1_102719,161,1_694487739,1_8004008,1773017460,1773017460,default
1773017059,1_99254,40_594,594,40_2739010,40_9723,1773016516,1773017195,default
1773017059,1_65092,1_100162,271,1_720948879,1_7376,1773018000,1773016728,default
1773017059,1_10210,1_100264,70,1_664213269,1_8220,1773017279,1773017192,default
1773017059,1_620,40_100239,550,40_561778829,40_8004701,1773017160,1773017295,default
1773017059,1_620,40_100239,550,40_561778829,40_9814,1773017160,1773017410,default
1773017059,1_10912,1_100264,70,1_664213239,1_8247,1773017245,1773017220,default
1773017059,1_10912,1_100447,49,1_650208079,1_8002449,1773016770,1773017241,default
1773017059,1_10912,1_100162,271,1_581656219,1_8004478,1773017400,1773017400,default
1773017059,1_10912,40_100511,542,40_569541789,40_8004689,1773018180,1773018180,default
1773017059,1_10912,1_100162,271,1_581655959,1_8004480,1773019200,1773019200,default
1773017059,1_10912,40_100511,542,40_569542889,40_8004690,1773019980,1773019980,default
1773017059,1_10640,1_100252,62,1_759774469,1_8029,1773017520,1773016208,default
1773017059,1_10640,1_100252,62,1_759774479,1_8022,1773018420,1773016877,default
1773017059,1_25210,1_100225,45,1_543208569,1_8107,1773017259,1773017197,default
1773017359,1_8310,1_100230,50,1_785614989,1_3701,1773017557,1773017317,default
1773017359,1_46505,1_102619,F Line,1_635486089,1_6277,1773017940,1773017035,default
1773017359,1_27420,23_102638,First Hill Streetcar,23_55296137,23_404,1773017460,1773017471,default
1773017359,1_52306,1_102719,161,1_694487739,1_8004008,1773017460,1773017460,default
1773017359,1_52306,1_102619,F Line,1_635483999,1_8003968,1773018300,1773018300,default
1773017359,1_80121,1_102719,161,1_693819359,1_7315,1773017145,1773017474,default
1773017359,1_99254,1_100045,150,1_694483749,1_8135,1773017620,1773017526,default
1773017359,1_58112,1_100045,150,1_771057679,1_8121,1773017508,1773017443,default
1773017359,1_65092,1_100162,271,1_720948879,1_7376,1773018000,1773016728,default
1773017359,1_22184,1_102736,H Line,1_636332609,1_6051,1773017381,1773017513,default
1773017359,1_59872,1_102619,F Line,1_635485309,1_6284,1773017572,1773017528,default
1773017359,1_25791,1_100214,372,1_537767629,1_7415,1773017520,1773017494,default
1773017359,1_620,40_594,594,40_2739010,40_9723,1773016860,1773017604,default
1773017359,1_10912,1_100447,49,1_650208079,1_8002449,1773016770,1773017542,default
1773017359,1_10912,40_100511,542,40_569541789,40_8004689,1773018180,1773018180,default
1773017359,1_10912,1_100162,271,1_581655959,1_8004480,1773019200,1773019200,default
1773017359,1_10912,40_100511,542,40_569542889,40_8004690,1773019980,1773019980,default
1773017359,1_10640,1_100252,62,1_759774479,1_8022,1773018420,1773016877,default
1773017659,1_103,1_102745,G Line,1_736365019,1_6406,1773017386,1773017715,default
1773017659,1_64569,1_100162,271,1_581656209,1_7326,1773017714,1773017647,default
1773017659,1_2850,1_100089,2,1_540520229,1_8002433,1773018660,1773018660,default
1773017659,1_46505,1_102619,F Line,1_635486089,1_6277,1773017940,1773017035,default
1773017659,1_40060,1_102574,40,1_778670039,1_8133,1773017648,1773017714,default
1773017659,1_280,40_100240,554,40_561776909,40_9657,1773017633,1773017708,default
1773017659,1_52306,1_102619,F Line,1_635483999,1_8003968,1773018300,1773018300,default
1773017659,1_41128,1_100026,128,1_694499519,1_7430,1773017763,1773017732,default
1773017659,1_8530,1_100263,7,1_650212389,1_6949,1773017541,1773017776,default
1773017659,1_65092,1_100162,271,1_720948879,1_7376,1773018000,1773016728,default
1773017659,1_54201,1_102619,F Line,1_694489579,1_6238,1773017319,1773017791,default
1773017659,1_2200,1_102581,D Line,1_761097979,1_6078,1773017725,1773017851,default
1773017659,1_59282,1_100072,181,1_721611619,1_7071,1773018480,1773017729,default
1773017659,1_59282,1_100072,181,1_721611619,1_8003997,1773018480,1773018480,default
1773017659,1_23905,1_100214,372,1_609399209,1_7405,1773017579,1773017801,default
1773017659,1_71678,1_102552,226,1_778438609,1_7321,1773017999,1773017769,default
1773017659,1_620,40_100239,550,40_630434009,40_9570,1773018060,1773018119,default
1773017659,1_10912,40_100511,542,40_569541789,40_8004689,1773018180,1773018180,default
1773017659,1_10912,1_100162,271,1_581655959,1_8004480,1773019200,1773019200,default
1773017659,1_10912,40_100511,542,40_569542889,40_8004690,1773019980,1773019980,default
1773017659,1_64559,1_100162,271,1_581656209,1_7326,1773017897,1773017776,default
1773017659,1_10640,1_100252,62,1_759774479,1_8022,1773018420,1773016877,default
1773017959,1_26560,1_102574,40,1_686399509,1_8266,1773017789,1773018088,default
1773017959,1_575,1_100264,70,1_664213549,1_8224,1773017940,1773017998,default
1773017959,1_13830,1_102581,D Line,1_761097559,1_8003150,1773018038,-1,default
1773017959,1_2850,1_100089,2,1_540520229,1_7033,1773018660,1773017716,default
1773017959,1_2850,1_100089,2,1_540520229,1_8002433,1773018660,1773018660,default
1773017959,1_46505,1_102619,F Line,1_635484309,1_8003969,1773018840,1773018840,default
1773017959,1_58342,1_100072,181,1_721611739,1_7468,1773018000,1773018046,default
1773017959,1_52306,1_102619,F Line,1_635483999,1_8003968,1773018300,1773018300,default
1773017959,1_52306,1_102719,161,1_693819529,1_8004009,1773019260,1773019260,default
1773017959,1_41850,1_100006,107,1_694493009,1_3754,1773018170,1773018038,default
1773017959,1_72446,1_102752,223,1_766557539,1_7240,1773018105,1773018030,default
1773017959,1_57804,1_100072,181,1_721611649,1_7328,1773018082,1773018391,default
1773017959,1_59282,1_100072,181,1_721611619,1_7071,1773018480,1773017729,default
1773017959,1_75580,1_100205,348,1_771697639,1_7223,1773018144,1773018085,default
1773017959,1_10912,1_100264,70,1_664213249,1_8002436,1773018085,1773018153,default
1773017959,1_10912,40_100511,542,40_569541789,40_8004689,1773018180,1773018180,default
1773017959,1_10912,1_100162,271,1_581655959,1_8004480,1773019200,1773019200,default
1773017959,1_10912,40_100511,542,40_569542889,40_8004690,1773019980,1773019980,default
