snapshot_ts,stop_id,route_id,route_short_name,trip_id,vehicle_id,scheduled_arrival_ts,predicted_arrival_ts,status
1773792105,1_103,1_102745,G Line,1_736435999,1_6401,1773791958,1773792119,default
1773792105,1_12170,1_100039,14,1_562519949,1_4367,1773791979,1773792155,default
1773792105,1_77930,1_102746,333,1_778704219,1_7221,1773792293,1773792113,default
1773792105,1_970,1_100487,102,1_762101429,1_8114,1773791976,1773792135,default
1773792105,1_8541,1_100039,14,1_562520059,1_4378,1773792180,1773792124,default
1773792105,1_320,40_100239,550,40_597759969,40_9663,1773792060,1773792193,default
1773792105,1_64569,1_100099,208,1_736533649,1_7327,1773792150,1773792161,default
1773792105,1_13830,1_102581,D Line,1_732749949,1_6047,1773792191,1773792126,default
1773792105,1_2850,1_100089,2,1_491928959,1_7975111,1773792720,1773792720,default
1773792105,1_46505,1_102619,F Line,1_694522129,1_7976085,1773792660,1773792660,default
1773792105,1_27420,1_100161,27,1_759819239,1_7043,1773792133,1773792159,default
1773792105,1_25140,1_100254,65,1_778693369,1_8128,1773792231,1773792154,default
1773792105,1_1510,1_100263,7,1_694071319,1_4532,1773791858,1773792172,default
1773792105,1_85120,1_100012,113,1_605094959,1_8206,1773792578,1773792109,default
1773792105,1_10653,1_100252,62,1_721368339,1_7974610,1773792060,1773792191,default
1773792105,3_31002,40_560,560,40_3037020,40_9207,1773792145,1773792214,default
1773792105,1_3380,1_100210,36,1_630543899,1_4394,1773792180,1773792163,default
1773792105,1_11569,1_100002,10,1_675385229,1_4382,1773791754,1773792219,default
1773792105,1_72494,1_100160,269,1_720964939,1_7976380,1773793440,1773793440,default
1773792105,1_52306,1_102619,F Line,1_656236699,1_7976226,1773792300,1773792300,default
1773792105,1_52306,1_102719,161,1_693753589,1_7976230,1773792900,1773792900,default
1773792105,1_52306,1_102619,F Line,1_694522049,1_7975998,1773792900,1773792900,default
1773792105,1_52306,1_102719,161,1_693754319,1_7976220,1773793620,1773793620,default
1773792105,1_21945,1_102717,165,1_664465079,1_7410,1773792180,1773792295,default
1773792105,1_8530,1_100039,14,1_562520069,1_4305,1773792172,1773792204,default
1773792105,1_70665,1_102704,250,1_720962529,1_7460,1773792444,1773792231,default
1773792105,1_45751,1_100023,124,1_690552329,1_8007,1773792285,1773792166,default
1773792105,1_40065,1_102574,40,1_778706229,1_8199,1773791785,1773792256,default
