stop_id,stop_name,lat,lon,direction
1_55831,Martin L King Jr Way S & S Walden St,47.57233,-122.296623,N
1_57420,104th Ave SE & SE 236th Pl,47.390205,-122.202309,S
1_60640,S 320th St & 20th Ave S,47.315197,-122.309021,W
1_50140,S 156th St & 4th Ave S,47.463215,-122.328133,E
1_22420,Marine View Dr SW & SW 110th St,47.504662,-122.380615,S
1_58079,S 212th St & 64th Ave S,47.412083,-122.253685,E
1_77100,NE Woodinville Duvall Rd & 204th Ave NE,47.754067,-122.068626,NE
1_49520,Military Rd S & S 121st Pl,47.494175,-122.299805,NW
1_79874,SE 36th St & 136th Pl SE,47.579136,-122.155251,E
1_31890,California Ave SW & SW Hanford St,47.575928,-122.386658,N
1_10210,Fairview Ave N & Mercer St,47.623562,-122.33445,S
1_60983,Tukwila Intl Blvd & Sr 99 Ramp,47.491322,-122.292084,N
1_81870,228th Ave NE & 18th Pl NE,47.625538,-122.035568,S
1_16220,Meridian Ave N & N 180th St,47.759384,-122.33503,S
1_76527,NE 181st St & 73rd Ave NE,47.759125,-122.24485,E
1_75850,Aurora Ave N & N 160th St,47.745403,-122.345253,N
1_27270,E Alder St & 35th Ave,47.60445,-122.28833,W
1_72391,NE Old Redmond Rd & 140th Ave NE,47.666031,-122.152985,E
1_82107,Ballinger Way NE & NE 175th St,47.754353,-122.277657,SE
1_50787,Reith Rd & 38th Ave S,47.370216,-122.283859,W
1_18145,Leary Ave NW & NW Vernon Pl,47.667316,-122.383018,SE
1_72330,NE 70th St & 124th Ave NE,47.668083,-122.174194,E
1_21320,Delridge Way SW & SW Barton St,47.520874,-122.3582,NW
1_74013,Willows Rd NE & NE 102nd St,47.691357,-122.150757,S
1_81684,South Sammamish P&R - Bay 1,47.582295,-122.037125,E
1_7690,Aurora Ave N & N 76th St,47.683723,-122.344322,N
1_58138,S 212th St & 72nd Ave S,47.412209,-122.244598,W
1_85220,26th Ave SW & SW 104th St,47.510445,-122.365746,N
1_72281,196th Ave NE & NE Union Hill Rd,47.675518,-122.079094,S
1_57791,A St SE & Cross St SE,47.30381,-122.228539,N
1_57846,O St SW & 15th St SW,47.295254,-122.250008,S
1_80031,Lakeside Blvd E & S 228th St,47.394177,-122.263725,SE
1_75580,NW Richmond Beach Rd & 15th Ave NW,47.770679,-122.377899,W
1_6330,Aurora Ave N & Halladay St,47.641975,-122.346672,N
1_47550,1st Ave S & SW 185th St,47.439003,-122.334679,N
1_39336,15th Ave NE & NE 160th St,47.744717,-122.313095,S
1_49755,S Holden St & 5th Ave S,47.534065,-122.328354,E
1_57448,SE 240th St & 116th Ave SE,47.386986,-122.187256,W
1_58111,Strander Blvd & Andover Park E,47.455872,-122.249619,W
1_25791,25th Ave NE & NE 47th St,47.663704,-122.300804,N
1_57940,Auburn Way N & 49th St NE,47.351532,-122.227257,NW
1_2260,Denny Way & Fairview Ave,47.618462,-122.334572,E
1_620,4th Ave S & S Jackson St,47.598812,-122.328903,N
1_85918,37th Ave S & S 302nd St,47.331409,-122.286774,S
1_32420,Alki Ave SW & 59th Ave SW,47.58012,-122.407677,NE
1_68888,SE 22nd St & 150th Ave SE,47.590927,-122.140526,W
1_16990,College Way N & N 103rd St,47.703052,-122.334106,S
1_58960,SE 436th St & 228th Ave SE,47.210117,-122.037865,E
1_22460,35th Ave SW & 37th Ave SW,47.499927,-122.376083,N
1_49930,S 128th St & Military Rd S,47.4888,-122.297867,W
1_60680,Pacific Hwy S & S 308th St,47.326515,-122.312904,N
1_77071,NE Woodinville Duvall Rd & 197th Ave NE,47.753963,-122.075394,E
1_10912,15th Ave NE & NE 43rd St,47.65937,-122.312096,S
1_73092,NE 40th St & NE Bel-Red Rd,47.646015,-122.114677,E
1_71960,Redmond Transit Center - Bay 5,47.676891,-122.124428,S
1_59070,112th Ave SE & SE 320th St,47.31564,-122.192299,N
1_16140,Meridian Ave N & N 203rd St,47.775646,-122.335358,S
1_64559,NW Gilman Blvd & 4th Ave NW,47.541767,-122.043533,E
1_81982,Van Ry Blvd & Mountlake Terrace Station,47.781254,-122.315254,SE
1_80966,M St SE & 33rd St SE,47.278812,-122.21328,N
1_49810,Des Moines Memorial Dr S & S 108th St,47.506302,-122.304062,S
1_58230,Auburn Way N & 85th Ave S,47.350834,-122.22673,SE
1_83787,SW 320th St & 13th Ave SW,47.315239,-122.352081,W
1_74124,162nd Ave NE & NE 112th St,47.700336,-122.123405,S
1_10640,Sand Point Way NE & NE 74th St,47.681759,-122.263565,N
1_80450,S 312th St & 20th Ave S,47.322277,-122.30751,E
1_52081,15th Ave SW & SW 107th St,47.507729,-122.353859,S
1_12430,E Madison St & 38th Ave E,47.631443,-122.284302,NE
1_25210,Montlake Blvd NE & NE 45th St,47.661049,-122.298904,W
1_8403,Mount Baker Transit Center - Bay 3,47.577686,-122.297073,W
1_60605,1st Way S & S 333rd St,47.302013,-122.331139,SE
1_41900,12th Ave S & S Jackson St,47.599438,-122.317108,N
1_3000,E Union St & 20th Ave,47.61298,-122.306168,W
1_58144,Central Ave N & E James St,47.386089,-122.231201,S
1_73380,148th Ave NE & NE 66th St,47.665489,-122.142967,N
1_64670,SE Newport Way & 151st Ave SE,47.57148,-122.140076,W
1_69630,84th Ave NE & NE 155th St,47.740303,-122.229027,S
1_80004,S 233rd St & Lakeside Blvd E,47.393578,-122.263779,NE
1_57149,101st Ave SE & SE 260th St,47.36908,-122.205902,S
1_68400,156th Ave NE & NE 20th St,47.627575,-122.132477,S
1_47890,4th Ave SW & SW 110th St,47.504784,-122.338982,N
1_18220,W Nickerson St & 3rd Ave W,47.65068,-122.36055,E
1_46080,Swift Ave S & S Willow St,47.540649,-122.30162,SE
1_85200,26th Ave SW & SW 110th St,47.504894,-122.365677,N
1_59947,Talbot Rd S & S 36th St,47.446781,-122.211105,S
1_37840,55th Ave NE & NE 68th St,47.67738,-122.269012,S
1_18550,Dexter Ave N & Wheeler St,47.641213,-122.344543,N
1_71838,Avondale Rd NE & NE 140th Pl,47.726589,-122.084297,N
1_41138,Military Rd S & S 130th Pl,47.486629,-122.296303,N
1_99297,Maple Vally - Black Diamond Rd SE & SE 244th St,47.383076,-122.031708,NW
1_47404,S 216th St & 20th Ave S,47.408405,-122.308365,W
1_79234,68th Ave S & S 228th St,47.398148,-122.249245,N
1_74002,NE 124th St & 134th Ct NE,47.711395,-122.163094,E
1_11600,15th Ave E & E Aloha St,47.627098,-122.312469,N
1_39476,49th Ave SW & SW Hanford St,47.575577,-122.39473,SW
1_39500,SW Charlestown St & 53rd Ave SW,47.570427,-122.400436,W
1_76310,Bothell Way NE & NE 180th St,47.757778,-122.211487,SW
